Site,Building,Zone,Aisle,Bay,Level,Location Code,Storage Type,Status,Branch,Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-31,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-31,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-32,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-32,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-32,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-32,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-32,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-33,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-33,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-33,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-33,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-33,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-34,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-34,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-34,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-34,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-34,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-35,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-35,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-35,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-35,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-35,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-36,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-36,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-36,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-36,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-36,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-37,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-37,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-37,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-37,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-37,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-38,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-38,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-38,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-38,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-38,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-39,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-39,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-39,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-39,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-39,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-40,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-40,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-40,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-40,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-40,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-41,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-41,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-41,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-41,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-41,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-42,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-42,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-42,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-42,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-42,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-43,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-43,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-43,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-43,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-43,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-44,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-44,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-44,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-44,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-44,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-45,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-45,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-45,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-45,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-45,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-46,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-46,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-46,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-46,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-46,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-47,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-47,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-47,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-47,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-47,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-48,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-48,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-48,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-48,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-48,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-49,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-49,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-49,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-49,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-49,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-50,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-50,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-50,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-50,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-50,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-51,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-51,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-51,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-51,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-51,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-52,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-52,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-52,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-52,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-52,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-53,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-53,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-53,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-53,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-53,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-54,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-54,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-54,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-54,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-54,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-55,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-55,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-55,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-55,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-55,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-56,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-56,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-56,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-56,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-56,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-57,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-57,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-57,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-57,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-57,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-58,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-58,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-58,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-58,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-58,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-59,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-59,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-59,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-59,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-59,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-60,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-60,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-60,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-60,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-60,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-61,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-61,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-61,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-61,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-61,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-62,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-62,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-62,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-62,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-62,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-63,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-63,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-63,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-63,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-63,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-64,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-64,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-64,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-64,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-64,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-65,Level-1,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-65,Level-2,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-65,Level-3,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-65,Level-4,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
Site-ATN,Building-DIMI,Zone-MAIN,Aisle-D,Bay-65,Level-5,01,RACK,Available,Test-Air-Freight-Company-Test-Branch,Test Air Freight Company
